OBJECTID,HSISID,Name,Address1,Address2,City,State,PostalCode,PhoneNumber,RestaurantOpenDate,FacilityType,X,Y,GeocodeStatus
261,04092011334,Chick-fil-A,6612 GLENWOOD AVE ,,RALEIGH,NC,27612-7128,(919) 571-8480,1993-08-25T00:00:00.000Z,Restaurant,-78.7086618417009,35.8610411935639,M
262,04092014123,New Wangs Kitchen,712 Laura Duncan RD ,,APEX,NC,27502,(919) 363-8030,2004-08-27T00:00:00.000Z,Restaurant,-78.842012231031,35.7350996038676,M
263,04092013627,China Wok,2753 NC Hwy 55,,CARY,NC,27519,(919) 387-9599,2002-07-19T00:00:00.000Z,Restaurant,-78.8727905871661,35.7853134277316,M
264,04092160043,Universal Health Care Of N.Ral Foodservice,5201 Clarks Fork Dr,,RALEIGH,NC,27616,(919) 872-7033,2003-07-10T00:00:00.000Z,Institutional Food Service,-78.5554973833603,35.890534637347,M
265,04092011196,Administration Bldg. Snack Bar,116 W JONES ST ,,RALEIGH,NC,27603-1300,(919) 733-3488,1992-12-21T00:00:00.000Z,Restaurant,-78.6407563465373,35.7832719316965,M
266,04092013453,Goji Bistro,100 Maynard Crossing Ct,,CARY,NC,27513,(919) 466-8888,2001-12-03T00:00:00.000Z,Restaurant,-78.8105956771566,35.7867295735795,M
267,04092110078,Zebulon Middle School Cafeteria,1000 SHEPARD SCHOOL RD ,,ZEBULON,NC,27597-2770,(919) 404-3642,1991-10-28T00:00:00.000Z,Public School Lunchrooms,-78.3117562130648,35.8315045991324,M
268,04092110088,Willow Spring Elem.Cafet.,6800 DWIGHT ROWLAND RD,,WILLOW SPRING,NC,27592-9342,(919) 557-2957,1992-08-06T00:00:00.000Z,Public School Lunchrooms,-78.7284176565426,35.5933280047449,M
269,04092013499,Mellow Mushroom,601 W PEACE ST ,,RALEIGH,NC,27605-1519,(919) 832-3499,2002-01-28T00:00:00.000Z,Restaurant,-78.6475660269305,35.7882717597502,M
270,04092021109,Lowes Foods #184 Produce,5400 Apex Peakway ,,APEX,NC,27502,(919) 363-5376,2002-01-08T00:00:00.000Z,Food Stand,0,0,U
271,04092013519,Los Tres Magueyes,411-J S Main St ,,ROLESVILLE,NC,27571,(919) 562-1669,2002-02-02T00:00:00.000Z,Restaurant,-78.4651881418519,35.9183537063769,M
272,04092012893,Residence Inn Foodservice,2020 HOSPITALITY CT,,MORRISVILLE,NC,27560-9128,(919) 467-8689,1999-03-11T00:00:00.000Z,Restaurant,-78.8154905953052,35.8578774325069,M
273,04092090005,Garner Senior Center,205 E GARNER RD ,,GARNER,NC,27529-3311,(919) 772-5057,1991-04-02T00:00:00.000Z,Elderly Nutrition Sites (catered),-78.6037631024207,35.7071905620212,M
274,04092015015,Subway #42679,10300 Chapel Hill RD ,,MORRISVILLE,NC,27560,(919) 961-4588,2007-11-30T00:00:00.000Z,Restaurant,-78.827156676126,35.8326430282293,M
275,04092014218,The Q Shack IV,4120-135 Main At North Hills Mall ,,RALEIGH,NC,27609,(919) 786-4381,2005-01-04T00:00:00.000Z,Restaurant,-78.6433031933354,35.8365461563512,M
276,04092013743,Shaba Shabu,3080 Wake Forest Rd ,,RALEIGH,NC,27609,(919) 501-7755,2002-12-31T00:00:00.000Z,Restaurant,-78.620422207064,35.8233196242525,M
277,04092011994,Jelly Beans Rest,1120 Buck Jones Rd ,,RALEIGH,NC,27606,(919) 467-5283,1996-12-17T00:00:00.000Z,Restaurant,-78.742144599375,35.7692655089613,M
278,04092020969,Food Lion #40 Deli ,980 KILDAIRE FARM RD ,,CARY,NC,27511-3923,(919) 467-4168,2000-07-01T00:00:00.000Z,Food Stand,-78.7831260910282,35.7721757609629,M
279,04092021004,Food Lion #938 Deli ,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540-9397,(919) 557-1175,2000-07-01T00:00:00.000Z,Food Stand,-78.8368709511897,35.6596605645992,M
280,04092020999,Food Lion #1496 Deli ,1777 W Williams ST ,,APEX,NC,27502,(919) 392-1986,2000-12-31T00:00:00.000Z,Food Stand,-78.8777070098918,35.7596493464544,M
281,04092013210,Salsa Fresh Restaurant,9650 STRICKLAND RD ,,RALEIGH,NC,27615-1902,(919) 870-1107,2000-09-25T00:00:00.000Z,Restaurant,-78.6567715880039,35.9042010732597,T
282,04092300163,Food Lion #1573 Meat Market,3926 WESTERN BLVD ,,RALEIGH,NC,27606-1937,(919) 664-8059,2000-07-01T00:00:00.000Z,Meat Market,-78.6925235089326,35.7857614315659,M
283,04092011980,Remington Grill,208 CROSSROADS BLVD,,CARY,NC,27511-6892,(919) 233-1494,1996-12-11T00:00:00.000Z,Restaurant,-78.7387145140638,35.7606428580608,M
284,04092011465,Burger King #223,349 TRYON RD ,,RALEIGH,NC,27603-3529,(919) 772-5255,1994-03-22T00:00:00.000Z,Restaurant,-78.6504203166935,35.7308215953125,M
285,04092110141,Salem Middle School Cafeteria,6150 Old Jenks Rd ,,APEX,NC,27523,(919) 387-2181,2003-07-30T00:00:00.000Z,Public School Lunchrooms,-78.849012717211,35.758295436115,M
286,04092160044,Lawndale Manor Assisted Living Kitchen,601 Lakeside Dr ,,GARNER,NC,27529,(919) 662-0099,2003-06-30T00:00:00.000Z,Institutional Food Service,-78.6147082185864,35.697801061189,M
287,04092030232,HIBACHI XPRESS (WCID #396),2411 E Millbrook RD ,,Raleigh ,NC,27512,(919) 669-8889,2011-10-11T00:00:00.000Z,Mobile Food Units,-78.5947438236169,35.8486705939505,M
288,04092021696,"PULLEN PLACE CAFE &amp; CATERING",520 ASHE AVE ,,RALEIGH,NC,27606,(919) 829-7180,2011-11-15T00:00:00.000Z,Food Stand,-78.6637850597282,35.7816641810412,M
289,04092020986,Food Lion #561 Deli,217 TIMBER DR,,GARNER,NC,27529-4870,(919) 779-5551,2000-07-01T00:00:00.000Z,Food Stand,-78.6061310097343,35.6850072352854,M
290,04092021003,Food Lion #434 Deli,1338 N MAIN ST ,,FUQUAY VARINA,NC,27526-2617,(919) 552-1388,2000-07-01T00:00:00.000Z,Food Stand,-78.7777009731844,35.5905469738803,M
291,04092300170,Food Lion #649 Meat Market ,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603-5861,(919) 755-3856,2000-07-01T00:00:00.000Z,Meat Market,-78.680340607846,35.7440595887298,M
292,04092013915,Bonefish Grill,2060 Renaissance Park Pl,,CARY,NC,27513,(919) 677-1347,2003-10-22T00:00:00.000Z,Restaurant,-78.771156556573,35.8269988140853,M
293,04092011623,El Rodeo Mexican Restaurant,4112 PLEASANT VALLEY RD ,,RALEIGH,NC,27612-6256,(919) 571-1188,1995-01-10T00:00:00.000Z,Restaurant,-78.7047260821224,35.8604373012759,M
294,04092012818,Rudino`s Pizza & Grinders,8800 HARVEST OAKS DR,STE 102,RALEIGH,NC,27615-2075,(919) 848-8899,1998-10-21T00:00:00.000Z,Restaurant,-78.65760185509,35.9026418074743,M
295,04092010585,Players Retreat,105 OBERLIN RD,,RALEIGH,NC,27605-1648,(919) 755-9589,1991-03-19T00:00:00.000Z,Restaurant,-78.6615251977665,35.7862144267292,M
296,04092020681,A & K Food Mart #2,601 W Williams St ,P.O. BOX 220,APEX,NC,27502,(919) 303-5101,1995-10-17T00:00:00.000Z,Food Stand,-78.8634544172175,35.7362252614607,M
297,04092110005,Farmington Woods Elem. Cafeteria,1413 HAMPTON VALLEY RD ,,CARY,NC,27511-4548,(919) 460-3476,1991-09-17T00:00:00.000Z,Public School Lunchrooms,-78.7746008379436,35.7579383048186,M
298,04092021486,Food Lion #2638 Deli/Bakery,6209 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 772-5894,2007-11-05T00:00:00.000Z,Food Stand,-78.5479601944652,35.7231249487171,M
299,04092015033,Jersey Mikes Subs,1121-105 Falls River AVE ,,RALEIGH,NC,27614,(919) 848-4343,2007-12-12T00:00:00.000Z,Restaurant,-78.5882901351018,35.9061693606909,M
300,04092010815,Wildwood Green Snack Bar,3000 Ballybunion Way ,,RALEIGH,NC,27612,(919) 846-5380,1991-05-13T00:00:00.000Z,Restaurant,-78.6857282036925,35.9100662941254,M
301,04092020157,Kroger #305 Seafood ,6300 CREEDMOOR RD ,,RALEIGH,NC,27612-6730,(919) 870-6028,1991-05-13T00:00:00.000Z,Food Stand,-78.6783447934042,35.8718647300049,M
302,04092014050,Carmen`s Cuban Cafe,108 Factory Shops Rd,,MORRISVILE,NC,27560,(919) 467-8080,2004-05-14T00:00:00.000Z,Restaurant,-78.8182923909514,35.8623839915228,M
303,04092015002,BAAN THAI RESTAURANT,758 WILLIAMS ST ,,APEX,NC,27502,,2007-11-09T00:00:00.000Z,Restaurant,-78.86276063464,35.7380321824814,M
304,04092016050,LOS TRES MAGUEYES,120 BASS LAKE RD ,,HOLLY SPRINGS,NC,27652,(919) 552-6673,2011-11-29T00:00:00.000Z,Restaurant,-78.8248034937593,35.6538103449414,M
305,04092013705,UDUPI Cafe,590 E Chatham St ,,CARY,NC,27511,(919) 465-0898,2002-10-29T00:00:00.000Z,Restaurant,-78.768322143381,35.790374573264,M
306,04092021091,BJ`s Warehouse Club #123 (Foodstand - MM Area),8811 Brier Creek Pky ,,RALEIGH,NC,27616,(919) 806-5000,2001-09-07T00:00:00.000Z,Food Stand,-78.7875311602765,35.9015481296595,M
307,04092013833,Andres` Coffee & Crepes,315 Crossroads BLVD ,,CARY,NC,27511,(919) 233-0288,2003-07-09T00:00:00.000Z,Restaurant,-78.7387145140638,35.7606428580608,M
308,04092110125,Green Hope Elementary Cafeteria,2700  Louis Stephens RD ,,CARY,NC,27519,(918) 338-5285,2000-08-11T00:00:00.000Z,Public School Lunchrooms,-78.8598528624692,35.8027885210709,M
309,04092110076,Wendell Elem School Cafeteria,3355 WENDELL BLVD ,,WENDELL,NC,27591-7289,(919) 365-2668,1991-10-28T00:00:00.000Z,Public School Lunchrooms,-78.3722770620198,35.7854194914735,M
310,04092021114,Mudcats Pantry,1501 NC 39 Hwy ,,ZEBULON,NC,27597,(919) 269-2287,2002-04-01T00:00:00.000Z,Food Stand,-78.2712281963356,35.8172666285816,M
311,04092013571,Applebee`s #7,11805 Retail Dr.,,WAKE FOREST,NC,27587-7352,(919) 488-0101,2002-04-17T00:00:00.000Z,Restaurant,-78.542573361962,35.9685516861456,M
312,04092021137,Lowes Foods #189 Produce ,3001 Widewaters Pky ,,KNIGHTDALE,NC,27545,(919) 217-9184,2002-08-28T00:00:00.000Z,Food Stand,-78.5051559607241,35.7951167769852,M
313,04092010682,Southeastern Freewill Bapt.College Cafet,532 EAGLE ROCK RD ,,WENDELL,NC,27591-9072,(919) 365-7711,1991-05-02T00:00:00.000Z,Restaurant,-78.4158950090938,35.7977158841255,M
314,04092010018,Angus Barn,9401 Glenwood AVE ,,RALEIGH,NC,27628,(919) 781-2444,1991-05-03T00:00:00.000Z,Restaurant,-78.7641768521497,35.8983682194668,M
315,04092110138,Cary Elementary Cafeteria,400 Kildaire Farm Rd ,,CARY,NC,27511,(919) 460-3462,2003-08-07T00:00:00.000Z,Public School Lunchrooms,-78.7817158739119,35.781023140865,M
316,04092110143,Cedar Fork Elementary Cafeteria,1050 Town Hall Dr,,MORRISVILE,NC,27560,(919) 460-3487,2004-03-15T00:00:00.000Z,Public School Lunchrooms,-78.8394832956743,35.8371879568359,M
317,04092011862,Zebulon BP Grill,603 W GANNON AVE,,ZEBULON,NC,27597-2511,(919) 231-1119,1996-04-25T00:00:00.000Z,Restaurant,-78.328321837404,35.8199108332734,M
318,04092020713,Harris Teeter #257 Produce,2080 KILDAIRE FARM RD ,,CARY,NC,27511-6614,(919) 233-9483,1996-02-16T00:00:00.000Z,Food Stand,-78.7806870612155,35.7356746138576,M
319,04092013344,First Citizens Operations Center Cafeteria,100 E TRYON RD ,,RALEIGH,NC,27603-3526,(919) 716-8352,2001-12-03T00:00:00.000Z,Restaurant,-78.639262465196,35.7282390169412,M
320,04092013031,Tripps Restaurant,1428 Garner Station BLVD ,,RALEIGH,NC,27603,(919) 661-3558,1999-10-29T00:00:00.000Z,Restaurant,-78.6521060191534,35.7254811871473,M
321,04092110121,Yates Mill Elem. Sch. Cafet.,5993 YATES MILL POND RD,,RALEIGH,NC,27606-8930,(919) 233-4214,2000-06-27T00:00:00.000Z,Public School Lunchrooms,-78.7296199114414,35.7377998179432,M
322,04092030068,Jimmy`s Pizza Time,1025 BLUE RIDGE RD ,,RALEIGH,NC,27607-3902,(330) 261-2353,2000-02-11T00:00:00.000Z,Mobile Food Units,-78.7151434673767,35.7963477011294,M
323,04092021084,Harris Teeter #103 Deli,1422 N MAIN ST,,FUQUAY VARINA,NC,27526-6900,(919) 552-0103,2001-08-15T00:00:00.000Z,Food Stand,-78.7706704787421,35.5926133674775,M
324,04092020555,Fast Food Mart,2285 New Hope Church Rd,,RALEIGH,NC,27604-1662,(919) 876-1666,1993-08-25T00:00:00.000Z,Food Stand,-78.5995234155492,35.8353264244621,M
325,04092110094,Leesville High School Cafeteria,8409 Leesville Rd ,,RALEIGH,NC,27613,(919) 870-4265,1993-08-31T00:00:00.000Z,Public School Lunchrooms,-78.7177786968728,35.8890649598891,M
326,04092020122,Han-Dee Hugo`s #41,103 SW MAYNARD RD,,CARY,NC,27511-4401,(919) 467-8963,1991-05-06T00:00:00.000Z,Food Stand,-78.7822553366618,35.7709731807759,M
327,04092013819,"Cafe Carolina &amp; Bakery",137 Weston Pky,,CARY,NC,27513,(919) 678-8855,2003-06-23T00:00:00.000Z,Restaurant,-78.771156556573,35.8269988140853,M
328,04092016052,JD'S TAVERN,800 W WILLIAMS ST ,,APEX,NC,27502,(919) 629-7285,2011-11-23T00:00:00.000Z,Restaurant,-78.8648018070775,35.7396472282529,M
329,04092110011,Apex High School Cafeteria,1501 LAURA DUNCAN RD ,,APEX,NC,27502-1539,(919) 387-2222,1991-09-17T00:00:00.000Z,Public School Lunchrooms,-78.8384082520731,35.7458008867936,M
330,04092110103,Holly Springs Elem. Cafeteria,401 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-9027,(919) 557-2676,1996-08-19T00:00:00.000Z,Public School Lunchrooms,-78.828360595563,35.6562250866572,M
331,04092021153,Fresh Market Produce,400 WOODBURN RD ,,RALEIGH,NC,27605-1324,(919) 828-7888,2002-10-14T00:00:00.000Z,Food Stand,-78.6585596477466,35.789940832767,M
332,04092011257,"K &amp; W Cafeteria",511 WOODBURN RD ,,RALEIGH,NC,27605-1325,(919) 832-7505,1993-03-29T00:00:00.000Z,Restaurant,-78.6610580332553,35.7914960338747,M
333,04092011286,Las Margaritas Mexican Restaurant II,7431 SIX FORKS RD ,,RALEIGH,NC,27615-6164,(919) 847-6438,1993-05-24T00:00:00.000Z,Restaurant,-78.6472580751667,35.8806903166471,M
334,04092011665,Teddy's New Yorker Pizza,5563 WESTERN BLVD,Suite 9-A,RALEIGH,NC,27606-1595,(919) 233-9144,1995-03-31T00:00:00.000Z,Restaurant,-78.7205101668836,35.7841259465747,M
335,04092011518,Lilly's Pizza,1813 GLENWOOD AVE,,RALEIGH,NC,27608-2323,(919) 833-0226,1994-07-22T00:00:00.000Z,Restaurant,-78.6465273421446,35.8048482618688,M
336,04092014039,Subway #12050,8711 Six Forks Rd,,RALEIGH,NC,27615,(919) 676-2610,2004-05-05T00:00:00.000Z,Restaurant,-78.6546114207441,35.8993270167353,M
337,04092021276,Murphy House Restaurant-Kerr Scott Building,1025 Blue Ridge Rd ,,RALEIGH,NC,27607,(919) 522-0834,2004-06-17T00:00:00.000Z,Food Stand,-78.7151434673767,35.7963477011294,M
338,04092011426,"Atrium Cafe, The","500 SAS Campus Dr,  Bldg R ",Building R,CARY,NC,27513,(919) 531-9380,1994-01-28T00:00:00.000Z,Restaurant,-78.7579732510127,35.8239937366076,M
339,04092012182,BURGER KING #8513,1828 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 834-0355,1998-01-06T00:00:00.000Z,Restaurant,-78.6129399279183,35.7547531096242,M
340,04092110127,Fred Olds Elementary Cafeteria,204 Dixie Trail ,,RALEIGH,NC,27607,(919) 856-7769,2001-08-13T00:00:00.000Z,Public School Lunchrooms,-78.6750113059501,35.7937214413595,M
341,04092021160,BJ`S Warehouse Deli,255 Shenstone Blv ,,GARNER,NC,27529,(919) 661-3781,2002-10-25T00:00:00.000Z,Food Stand,-78.580542053445,35.6911031546954,M
342,04092013904,"Barnes &amp; Noble Cafe #2171",8431 Brier Creek Pky,,RALEIGH,NC,27617,(919) 484-9903,2003-09-25T00:00:00.000Z,Restaurant,-78.7833474272368,35.9068507274336,M
343,04092110148,Forestville Elementary School Cafeteria,7125 Forestville Rd,,KNIGHTDALE,NC,27545,(919) 266-8499,2004-08-06T00:00:00.000Z,Public School Lunchrooms,-78.4833651998005,35.8093427812409,M
344,04092110149,Kingswood Elem. Sch. Cafeteria,200 E Johnson Pl ,,CARY,NC,27511,(919) 460-3487,2004-08-09T00:00:00.000Z,Public School Lunchrooms,-78.7783126633935,35.7928410788969,M
345,04092040085,Jim's Ole Time Hot Dogs (WCID #454),2000 WALNUT ST,,CARY,NC,27511-9230,(919) 924-4625,2000-12-14T00:00:00.000Z,Pushcarts,-78.7429619593573,35.7572783938064,M
346,04092020964,Food Lion #1481 Deli ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000-07-01T00:00:00.000Z,Food Stand,-78.6604424372919,35.8861753150249,T
347,04092020996,Food Lion #723 Deli ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000-07-01T00:00:00.000Z,Food Stand,0,0,U
348,04092014103,Red Robin #306,7860 Alexander Promenade Pl ,,RALEIGH,NC,27617,(919) 957-2880,2004-07-23T00:00:00.000Z,Restaurant,-78.7769563148634,35.9142437446481,M
349,04092030118,Taqueria Lo Mejor Acapulco #1 (WCID #448),Fox Ridge Manor Rd,ROCK QUARRY ROAD,RALEIGH,NC,27604,(919) 327-8932,2004-07-28T00:00:00.000Z,Mobile Food Units,0,0,U
350,04092013101,CAPITAL CITY CHOP HOUSE,151 AIRGATE DR,,MORRISVILLE,NC,27560-8495,(919) 484-7721,2000-02-02T00:00:00.000Z,Restaurant,-78.8147838168271,35.8634380956369,M
351,04092020941,Papa John`s #1579,14460 New Falls of Neuse Rd,Ste 115,RALEIGH,NC,27614-8227,(919) 488-7272,2000-04-28T00:00:00.000Z,Food Stand,-78.5436200840924,35.9438660165512,M
352,04092021045,Cook Out,3244 Capital BLVD ,,RALEIGH,NC,27604-3338,(919) 862-8281,2000-12-08T00:00:00.000Z,Food Stand,-78.5872092491604,35.8237455801324,M
353,04092013248,Taco Bell / KFC 3248,5434 SIX FORKS RD ,,RALEIGH,NC,27609-4436,(919) 781-5458,2000-12-15T00:00:00.000Z,Restaurant,-78.6405970219693,35.8549910559158,M
354,04092010873,Peking Garden,126 E Millbrook Rd ,,RALEIGH,NC,27609,(919) 848-4663,1991-10-28T00:00:00.000Z,Restaurant,-78.6405970219693,35.8549910559158,M
355,04092014269,Subway,1326 N Main ST ,,FUQUAY VARINA,NC,27526,(919) 552-2609,2005-02-10T00:00:00.000Z,Restaurant,-78.7777009731844,35.5905469738803,M
356,04092014271,Salvio`s Pizzeria,2428 SW Cary Pkwy,,CARY ,NC,27513,(919) 467-4600,2005-03-07T00:00:00.000Z,Restaurant,-78.820857174683,35.7636397523076,M
357,04092020705,"Stop &amp; Quick",1321 S BLOUNT ST,,RALEIGH,NC,27601-2624,(919) 833-8200,1995-12-27T00:00:00.000Z,Food Stand,-78.6366432577239,35.7638311557647,M
358,04092013131,BJ`s Wholesale Club Fast Food Express,2370 WALNUT ST,,CARY,NC,27511-9210,(919) 854-2777,2000-03-31T00:00:00.000Z,Restaurant,-78.7442731435116,35.7532358441481,M
359,04092013159,LaForesta Italian Cafe And Pizzeria,203 BROOKS ST,,WAKE FOREST,NC,27587-2703,(919) 554-4555,2000-06-09T00:00:00.000Z,Restaurant,-78.5081666371954,35.9773987105215,M
360,04092015639,DUNKIN DONUTS #348561,8201 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 890-0089,2010-05-28T00:00:00.000Z,Restaurant,-78.6812402600627,35.8986369481766,M
361,04092014041,N.Y. Bagels & Deli,7909-121 Falls Of Neuse Rd ,,RALEIGH,NC,27615,(919) 848-1310,2004-05-04T00:00:00.000Z,Restaurant,-78.6269743275598,35.89197358686,M
362,04092110145,Turner Creek Elementary Cafeteria,6801 Turner Creek Rd ,,CARY,NC,27519,(919) 363-1399,2004-07-09T00:00:00.000Z,Public School Lunchrooms,-78.875221267716,35.772759912843,M
363,04092012113,China Chef,930 US Hwy 64 W,,APEX,NC,27502,(919) 468-8982,1997-08-08T00:00:00.000Z,Restaurant,0,0,U
364,04092300148,Food Lion #1481 Meat Market ,7713 LEAD MINE RD ,,RALEIGH,NC,27615-4805,(919) 518-1607,2000-07-01T00:00:00.000Z,Meat Market,-78.6604424372919,35.8861753150249,T
365,04092300150,Food Lion #1374 Meat Market,9525 STRICKLAND RD ,,RALEIGH,NC,27615-1936,(919) 676-0141,2000-07-01T00:00:00.000Z,Meat Market,-78.6546114207441,35.8993270167353,M
366,04092300152,Food Lion #247 Meat Market,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000-07-01T00:00:00.000Z,Meat Market,-78.5789660357019,35.8457136651924,M
367,04092300173,Food Lion #727 Meat Market ,900 NE MAYNARD RD ,,CARY,NC,27513-4163,(919) 460-6274,2002-06-18T00:00:00.000Z,Meat Market,-78.7683811036956,35.8004360516225,M
368,04092300176,Food Lion #816 Meat Market,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606-4346,(919) 233-9708,2000-07-01T00:00:00.000Z,Meat Market,-78.7377327741479,35.7436177332095,M
369,04092300178,Food Lion #723 Meat Market ,7053 Us 64 Hwy E,,KNIGHTDALE,NC,27545-8800,(919) 266-5164,2000-07-01T00:00:00.000Z,Meat Market,0,0,U
370,04092110115,Wakefield Elementary Cafeteria,2400 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3565,1999-06-30T00:00:00.000Z,Public School Lunchrooms,-78.5664154595325,35.9464939542917,M
371,04092110117,Green Hope High Sch. Cafeteria,2500 Carpenter Upchurch RD ,,MORRISVILLE,NC,27560-7686,(919) 380-3684,1999-08-12T00:00:00.000Z,Public School Lunchrooms,0,0,U
372,04092011707,"Melting Pot, The",3100 Wake Forest RD ,,RALEIGH,NC,27609-7846,(919) 878-0477,1995-07-24T00:00:00.000Z,Restaurant,-78.620422207064,35.8233196242525,M
373,04092012890,High Park Bar and Grill,625 E WHITAKER MILL RD,,RALEIGH,NC,27608-2635,(919) 833-4527,1999-03-17T00:00:00.000Z,Restaurant,-78.6298575917048,35.8069718177079,M
374,04092013733,Lemongrass Thai Restaurant,8320-142 Litchford Rd ,,RALEIGH,NC,27615,(919) 954-0377,2003-01-06T00:00:00.000Z,Restaurant,-78.6010096511448,35.8931143214301,M
375,04092020583,Kroger #303 Produce,7905 FALLS OF NEUSE RD ,,RALEIGH,NC,27615-3312,(919) 847-5012,1994-01-24T00:00:00.000Z,Food Stand,-78.6269999575902,35.8930416629053,M
376,04092013088,McDonald`s At Cameron Village,416 Oberlin Rd,,RALEIGH,NC,27605,(919) 833-9101,1999-12-20T00:00:00.000Z,Restaurant,-78.6625234417283,35.7905470382414,M
377,04092015036,Jimmy John`s #993,5011-E Falls of Neuse RD ,,RALEIGH,NC,27609,(919) 872-3383,2007-12-21T00:00:00.000Z,Restaurant,-78.6155752633186,35.8497829383169,M
378,04092010082,Brigs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 870-0994,1991-05-03T00:00:00.000Z,Restaurant,-78.6824869086157,35.8985070450792,M
379,04092014225,Pizza Hut #9107,1805 Aversboro Rd,,GARNER,NC,27529,(919) 779-9200,2005-01-18T00:00:00.000Z,Restaurant,-78.6170716007637,35.6858564987917,M
380,04092010649,brb,118 E SOUTH ST,,RALEIGH,NC,27601-2341,(919) 836-8817,1991-04-03T00:00:00.000Z,Restaurant,-78.6377653648448,35.7707838000472,M
381,04092010760,Toot N Tell Restaurant,903 W GARNER RD ,,GARNER,NC,27529-3007,(919) 772-2616,1991-04-03T00:00:00.000Z,Restaurant,-78.6148802794556,35.7112128452872,T
382,04092013057,PNC 301,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-10-28T00:00:00.000Z,Restaurant,-78.7229362924689,35.8032418948571,M
383,04092013061,PNC 318,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-10-29T00:00:00.000Z,Restaurant,-78.7229362924689,35.8032418948571,M
384,04092013725,Milano`s Pizza,7509 Purfoy Rd ,,FUQUAY VARINA,NC,27526,(919) 557-6093,2002-11-25T00:00:00.000Z,Restaurant,-78.7731469196448,35.5915060740191,M
385,04092015658,YURI JAPANESE RESTAURANT,1361  KILDAIRE FARM RD ,,CARY,NC,27511,(919) 481-0068,2010-06-07T00:00:00.000Z,Restaurant,-78.7819469124405,35.7597606486853,M
386,04092015688,FAIRFIELD INN & SUITES,10040 SELLONA ST ,,RALEIGH,NC,27617,(919) 246-0107,2010-08-04T00:00:00.000Z,Restaurant,-78.8046644561489,35.8955336439351,M
387,04092015653,BRIGS AT TRYON VILLAGE ,1040 TRYON VILLAGE DR ,STE 604,CARY,NC,27511,(919) 859-2151,2010-05-04T00:00:00.000Z,Restaurant,-78.7446903404306,35.746312594634,M
388,04092015670,JIMMY JOHNS # 1027,8005-120 BRIER CREEK PKY ,,RALEIGH,NC,27617,(919) 806-5616,2010-06-24T00:00:00.000Z,Restaurant,-78.7820374549982,35.9122790362372,M
389,04092020957,LeCount`s Catering,1500 NEW BERN AVE ,,RALEIGH,NC,27610-2536,(919) 828-5718,2000-07-11T00:00:00.000Z,Food Stand,-78.6168801047779,35.7796919039186,M
390,04092021005,Food Lion #1589 Deli ,3417 N MAIN ST,,FUQUAY VARINA,NC,27526-7257,(919) 557-0555,2000-07-01T00:00:00.000Z,Food Stand,-78.725842641753,35.6251494050477,M
391,04092021010,Food Lion #1482 Deli,5426 SIX FORKS RD,,RALEIGH,NC,27609-4436,(919) 676-3386,2000-07-01T00:00:00.000Z,Food Stand,-78.6405970219693,35.8549910559158,M
392,04092020868,Circle K #8610,4713 NEW BERN AVE ,,RALEIGH,NC,27610-1437,(919) 231-6254,1999-03-04T00:00:00.000Z,Food Stand,-78.5569067435956,35.7984874203317,M
393,04092011428,NC Seafood,1201 AGRICULTURE ST ,,RALEIGH,NC,27603-2366,(919) 833-4661,1994-01-31T00:00:00.000Z,Restaurant,-78.663309298935,35.7644569416186,M
394,04092016071,BURGER KING #2983,6500 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 322-2199,2011-12-19T00:00:00.000Z,Restaurant,-78.7063961218248,35.859392537083,M
395,04092014748,Jersey Mike`s,701 N Main ST,,FUQUAY-VARINA,NC,27529,(919) 557-3000,2006-10-31T00:00:00.000Z,Restaurant,-78.7926462699505,35.5917450697832,M
396,04092015661,"FarmTable &amp; Gatehouse Tavern",960 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 569-6714,2010-06-14T00:00:00.000Z,Restaurant,-78.4951784817424,35.9673291023392,M
397,04092013517,DELIGHTFUL INSPIRATIONS,5511 AVENT FERRY RD ,,RALEIGH,NC,27606-4235,(919) 854-9543,2002-02-19T00:00:00.000Z,Restaurant,-78.7169478679936,35.7509381693458,M
398,04092021013,Food Lion #624 Deli ,2458 SW CARY PKY ,,CARY,NC,27513-5318,(919) 481-1822,2000-07-01T00:00:00.000Z,Food Stand,-78.820857174683,35.7636397523076,M
